DistInstID,DistNm,SchlInstID,SchlNm,CntyNm
1970,Crook County SD,1337,Cecil Sly Elementary School,Crook
1970,Crook County SD,225,Crook County High School,Crook
1970,Crook County SD,224,Crook County Middle School,Crook
1970,Crook County SD,219,Crooked River Elementary School,Crook
1970,Crook County SD,5150,Insight School of Oregon-Charter Option,Crook
1970,Crook County SD,221,Ochoco Elementary School,Crook
1970,Crook County SD,222,Paulina School,Crook
1970,Crook County SD,4392,Pioneer Secondary Alternative High School,Crook
1970,Crook County SD,223,Powell Butte Community Charter School,Crook
1974,Brookings-Harbor SD 17C,235,Azalea Middle School,Curry
1974,Brookings-Harbor SD 17C,237,Brookings-Harbor High School,Curry
1974,Brookings-Harbor SD 17C,236,Kalmiopsis Elementary School,Curry
1972,Central Curry SD 1,239,Gold Beach High School,Curry
1972,Central Curry SD 1,231,Riley Creek Elementary School,Curry
1973,Port Orford-Langlois SD 2CJ,228,Driftwood Elementary School,Curry
1973,Port Orford-Langlois SD 2CJ,229,Pacific High School,Curry
1976,Bend-LaPine Administrative SD 1,1324,Amity Creek Elementary School,Deschutes
1976,Bend-LaPine Administrative SD 1,241,Bear Creek Elementary School,Deschutes
1976,Bend-LaPine Administrative SD 1,251,Bend Senior High School,Deschutes
1976,Bend-LaPine Administrative SD 1,250,Buckingham Elementary School,Deschutes
1976,Bend-LaPine Administrative SD 1,242,Cascade Middle School,Deschutes
1976,Bend-LaPine Administrative SD 1,1308,Elk Meadow Elementary School,Deschutes
1976,Bend-LaPine Administrative SD 1,4129,Ensworth Elementary School,Deschutes
1976,Bend-LaPine Administrative SD 1,1309,High Desert Middle School,Deschutes
1976,Bend-LaPine Administrative SD 1,3218,High Lakes Elementary School,Deschutes
1976,Bend-LaPine Administrative SD 1,3219,Highland School at Kenwood Elementary School,Deschutes
1976,Bend-LaPine Administrative SD 1,246,Juniper Elementary School,Deschutes
1976,Bend-LaPine Administrative SD 1,245,LaPine Elementary School,Deschutes
1976,Bend-LaPine Administrative SD 1,1310,LaPine Middle School,Deschutes
1976,Bend-LaPine Administrative SD 1,253,LaPine Senior High School,Deschutes
1976,Bend-LaPine Administrative SD 1,1317,Lava Ridge Elementary School,Deschutes
1976,Bend-LaPine Administrative SD 1,1338,Marshall High School,Deschutes
1976,Bend-LaPine Administrative SD 1,252,Mountain View Senior High School,Deschutes
1976,Bend-LaPine Administrative SD 1,249,Pilot Butte Middle School,Deschutes
1976,Bend-LaPine Administrative SD 1,3947,Pine Ridge Elementary,Deschutes
1976,Bend-LaPine Administrative SD 1,4646,Ponderosa Elementary,Deschutes
1976,Bend-LaPine Administrative SD 1,247,R E Jewell Elementary School,Deschutes
1976,Bend-LaPine Administrative SD 1,3448,REALMS (Rimrock Expeditionary Alternative Learning Middle Sc,Deschutes
1976,Bend-LaPine Administrative SD 1,4793,Rosland Elementary,Deschutes
1976,Bend-LaPine Administrative SD 1,3217,Sky View Middle School,Deschutes
1976,Bend-LaPine Administrative SD 1,3216,Summit High School,Deschutes
1976,Bend-LaPine Administrative SD 1,1266,Three Rivers Elementary School,Deschutes
1976,Bend-LaPine Administrative SD 1,3221,Westside Village Magnet School at Kingston Elementary School,Deschutes
1976,Bend-LaPine Administrative SD 1,4680,William E Miller Elementary,Deschutes
1977,Redmond SD 2J,1326,Elton Gregory Middle School,Deschutes
1977,Redmond SD 2J,258,John Tuck Elementary School,Deschutes
1977,Redmond SD 2J,259,M A Lynch Elementary School,Deschutes
1977,Redmond SD 2J,262,Obsidian Middle School,Deschutes
1977,Redmond SD 2J,263,Redmond High School,Deschutes
1977,Redmond SD 2J,4729,Redmond Proficiency Academy,Deschutes
1977,Redmond SD 2J,5058,Ridgeview High School,Deschutes
1977,Redmond SD 2J,256,Sage Elementary School,Deschutes
1977,Redmond SD 2J,260,Terrebonne Community School,Deschutes
1977,Redmond SD 2J,4429,Tom McCall Elementary School,Deschutes
1977,Redmond SD 2J,261,Tumalo Community School,Deschutes
1977,Redmond SD 2J,1325,Vern Patrick Elementary School,Deschutes
1978,Sisters SD 6,264,Sisters Elementary School,Deschutes
1978,Sisters SD 6,1294,Sisters High School,Deschutes
1978,Sisters SD 6,1293,Sisters Middle School,Deschutes
1995,Camas Valley SD 21J,3400,Camas Valley School,Douglas
1993,Douglas County SD 15,3348,Days Creek Charter School,Douglas
1993,Douglas County SD 15,287,Tiller Elementary School,Douglas
1991,Douglas County SD 4,269,Eastwood Elementary School,Douglas
1991,Douglas County SD 4,270,Fir Grove Elementary School,Douglas
1991,Douglas County SD 4,271,Fullerton IV Elementary School,Douglas
1991,Douglas County SD 4,272,Green Elementary School,Douglas
1991,Douglas County SD 4,273,Hucrest Elementary School,Douglas
1991,Douglas County SD 4,278,John C Fremont Middle School,Douglas
1991,Douglas County SD 4,279,Joseph Lane Middle School,Douglas
1991,Douglas County SD 4,274,Melrose Elementary School,Douglas
1991,Douglas County SD 4,4391,Phoenix School,Douglas
1991,Douglas County SD 4,275,Rose Elementary School,Douglas
1991,Douglas County SD 4,280,Roseburg High School,Douglas
1991,Douglas County SD 4,276,Sunnyslope Elementary School,Douglas
1991,Douglas County SD 4,277,Winchester Elementary,Douglas
1980,Douglas ESD,1250,Therapeutic Learning Center,Douglas
1998,Elkton SD 34,302,Elkton Charter School,Douglas
2000,Glendale SD 77,307,Glendale Community Charter School,Douglas
2000,Glendale SD 77,306,Glendale Elementary School,Douglas
1992,Glide SD 12,282,Glide Elementary School,Douglas
1992,Glide SD 12,285,Glide High School,Douglas
1992,Glide SD 12,284,Glide Middle School,Douglas
1996,North Douglas SD 22,296,North Douglas Elementary School,Douglas
1996,North Douglas SD 22,297,North Douglas High School,Douglas
1990,Oakland SD 1,266,Lincoln Middle School,Douglas
1990,Oakland SD 1,267,Oakland Elementary School,Douglas
1990,Oakland SD 1,268,Oakland High School,Douglas
2001,Reedsport SD 105,309,Highland Elementary School,Douglas
2001,Reedsport SD 105,310,Reedsport Community Charter School,Douglas
1999,Riddle SD 70,4228,Riddle Education Center,Douglas
1999,Riddle SD 70,304,Riddle Elementary School,Douglas
1999,Riddle SD 70,305,Riddle High School,Douglas
1994,South Umpqua SD 19,289,Canyonville School,Douglas
1994,South Umpqua SD 19,291,Coffenberry Middle School,Douglas
1994,South Umpqua SD 19,290,Myrtle Creek Elementary School,Douglas
1994,South Umpqua SD 19,293,South Umpqua High School,Douglas
1994,South Umpqua SD 19,292,Tri City Elementary School,Douglas
2003,Sutherlin SD 130,318,East Sutherlin Primary School,Douglas
2003,Sutherlin SD 130,321,Sutherlin High School,Douglas
2003,Sutherlin SD 130,319,Sutherlin Middle School,Douglas
2003,Sutherlin SD 130,320,West Sutherlin Intermediate,Douglas
2002,Winston-Dillard SD 116,3624,Brockway Elementary School,Douglas
2002,Winston-Dillard SD 116,316,Douglas High School,Douglas
2002,Winston-Dillard SD 116,313,Lookingglass Elementary School,Douglas
2002,Winston-Dillard SD 116,311,McGovern Elementary School,Douglas
2002,Winston-Dillard SD 116,315,Winston Middle School,Douglas
1997,Yoncalla SD 32,299,Yoncalla Elementary School,Douglas
1997,Yoncalla SD 32,300,Yoncalla High School,Douglas
2005,Arlington SD 3,323,Arlington Community Charter School,Gilliam
2006,Condon SD 25J,325,Condon Elementary School,Gilliam
2006,Condon SD 25J,326,Condon High School,Gilliam
2011,Dayville SD 16J,3353,Dayville School,Grant
2008,John Day SD 3,331,Grant Union Junior/Senior High School,Grant
2008,John Day SD 3,327,Humbolt Elementary School,Grant
2008,John Day SD 3,330,Seneca Elementary School,Grant
2012,Long Creek SD 17,3366,Long Creek School,Grant
2010,Monument SD 8,3350,Monument School,Grant
2009,Prairie City SD 4,3349,Prairie City School,Grant
2017,Diamond SD 7,348,Diamond Elementary School,Harney
2021,Double O SD 28,352,Double O Elementary School,Harney
2019,Drewsey SD 13,350,Drewsey Elementary School,Harney
2020,Frenchglen SD 16,351,Frenchglen Elementary School,Harney
2014,Harney County SD 3,3740,Burns Alternative School,Harney
2014,Harney County SD 3,359,Burns High School,Harney
2014,Harney County SD 3,342,Henry L Slater Elementary School,Harney
2014,Harney County SD 3,355,Hines Middle School,Harney
2014,Harney County SD 3,4702,Silvies River Charter School,Harney
2015,Harney County SD 4,346,Crane Elementary School,Harney
2023,Harney County Union High SD 1J,358,Crane Union High School,Harney
2016,Pine Creek SD 5,347,Pine Creek Elementary School,Harney
2022,South Harney SD 33,357,Fields Elementary School,Harney
2018,Suntex SD 10,349,Suntex Elementary School,Harney
2024,Hood River County SD,3372,Cascade Locks School,Hood River
2024,Hood River County SD,361,Hood River Middle School,Hood River
2024,Hood River County SD,369,Hood River Valley High School,Hood River
2024,Hood River County SD,362,May Street Elementary School,Hood River
2024,Hood River County SD,363,Mid Valley Elementary School,Hood River
2024,Hood River County SD,364,Parkdale Elementary School,Hood River
2024,Hood River County SD,2300,The Next Door,Hood River
2024,Hood River County SD,366,Westside Elementary School,Hood River
2024,Hood River County SD,367,WyEast Middle School,Hood River
2041,Ashland SD 5,381,Ashland High School,Jackson
2041,Ashland SD 5,380,Ashland Middle School,Jackson
2041,Ashland SD 5,375,Bellview Elementary School,Jackson
2041,Ashland SD 5,1481,Community Works/Lithia Springs School,Jackson
2041,Ashland SD 5,2434,Family Solutions - Ashland,Jackson
2041,Ashland SD 5,377,Helman Elementary School,Jackson
2041,Ashland SD 5,4476,John Muir Elementary School,Jackson
2041,Ashland SD 5,379,Walker Elementary School,Jackson
2046,Butte Falls SD 91,406,Butte Falls Charter School,Jackson
2042,Central Point SD 6,382,Central Point Elementary School,Jackson
2042,Central Point SD 6,4557,Crater Academy of Health and Public Services,Jackson
2042,Central Point SD 6,4561,Crater Renaissance Academy,Jackson
2042,Central Point SD 6,4559,Crater School of Business Innovation and Science,Jackson
2042,Central Point SD 6,3652,Family Solutions - Central Point,Jackson
2042,Central Point SD 6,387,Hanby Middle School,Jackson
2042,Central Point SD 6,383,Jewett Elementary School,Jackson
2042,Central Point SD 6,384,Patrick Elementary School,Jackson
2042,Central Point SD 6,385,Richardson Elementary School,Jackson
2042,Central Point SD 6,386,Sams Valley Elementary School,Jackson
2042,Central Point SD 6,388,Scenic Middle School,Jackson
2043,Eagle Point SD 9,397,Eagle Point High School,Jackson
2043,Eagle Point SD 9,396,Eagle Point Middle School,Jackson
2043,Eagle Point SD 9,4020,Eagle Rock Elementary School,Jackson
2043,Eagle Point SD 9,390,Hillside Elementary,Jackson
2043,Eagle Point SD 9,3147,Lake Creek Learning Center,Jackson
2043,Eagle Point SD 9,395,Mountain View Elementary,Jackson
2043,Eagle Point SD 9,393,Shady Cove School,Jackson
2043,Eagle Point SD 9,4378,URCEO-Upper Rogue Center for Educational Opportunities,Jackson
2043,Eagle Point SD 9,394,White City Elementary School,Jackson
2043,Eagle Point SD 9,4021,White Mountain Middle School,Jackson
2048,Medford SD 549C,1350,Abraham Lincoln Elementary,Jackson
2048,Medford SD 549C,3554,Central Medford High School,Jackson
2048,Medford SD 549C,3653,Family Solutions - Medford,Jackson
2048,Medford SD 549C,408,Griffin Creek Elementary School,Jackson
2048,Medford SD 549C,421,Hedrick Middle School,Jackson
2048,Medford SD 549C,409,Hoover Elementary School,Jackson
2048,Medford SD 549C,410,Howard Elementary School,Jackson
2048,Medford SD 549C,411,Jackson Elementary School,Jackson
2048,Medford SD 549C,412,Jacksonville Elementary School,Jackson
2048,Medford SD 549C,413,Jefferson Elementary School,Jackson
2048,Medford SD 549C,416,Kennedy Elementary School,Jackson
2048,Medford SD 549C,4821,Logos Public Charter School,Jackson
2048,Medford SD 549C,414,Lone Pine Elementary School,Jackson
2048,Medford SD 549C,4593,Madrone Trail Public Charter School,Jackson
2048,Medford SD 549C,422,McLoughlin Middle School,Jackson
2048,Medford SD 549C,424,North Medford High School,Jackson
2048,Medford SD 549C,415,Oak Grove Elementary School,Jackson
2048,Medford SD 549C,417,Roosevelt Elementary School,Jackson
2048,Medford SD 549C,418,Ruch Elementary School,Jackson
2048,Medford SD 549C,423,South Medford High School,Jackson
2048,Medford SD 549C,419,Washington Elementary School,Jackson
2048,Medford SD 549C,420,Wilson Elementary School,Jackson
2039,Phoenix-Talent SD 4,3247,Armadillo Technical Institute,Jackson
2039,Phoenix-Talent SD 4,370,Orchard Hill Elementary School,Jackson
2039,Phoenix-Talent SD 4,371,Phoenix Elementary School,Jackson
2039,Phoenix-Talent SD 4,374,Phoenix High School,Jackson
2039,Phoenix-Talent SD 4,372,Talent Elementary School,Jackson
2039,Phoenix-Talent SD 4,373,Talent Middle School,Jackson
2047,Pinehurst SD 94,407,Pinehurst Elementary School,Jackson
2045,Prospect SD 59,3356,Prospect Charter School,Jackson
2044,Rogue River SD 35,4856,Rivers Edge Academy Charter School,Jackson
2044,Rogue River SD 35,399,Rogue River Elementary School,Jackson
2044,Rogue River SD 35,401,Rogue River Junior/Senior High,Jackson
2051,Ashwood SD 8,427,Ashwood Elementary School,Jefferson
2052,Black Butte SD 41,428,Black Butte Elementary School,Jefferson
2050,Culver SD 4,425,Culver Elementary School,Jefferson
2050,Culver SD 4,426,Culver High School,Jefferson
2050,Culver SD 4,1295,Culver Middle School,Jefferson
2053,Jefferson County SD 509J,3458,Big Muddy Elementary,Jefferson
2053,Jefferson County SD 509J,429,Buff Intermediate School,Jefferson
2053,Jefferson County SD 509J,1773,Jefferson County Middle School,Jefferson
2053,Jefferson County SD 509J,434,Madras High School,Jefferson
2053,Jefferson County SD 509J,430,Madras Primary School,Jefferson
2053,Jefferson County SD 509J,431,Metolius Elementary School,Jefferson
2053,Jefferson County SD 509J,432,Warm Springs Elementary School,Jefferson
2054,Grants Pass SD 7,435,Allen Dale Elementary School,Josephine
2054,Grants Pass SD 7,1275,Family Solutions - Grants Pass,Josephine
2054,Grants Pass SD 7,442,Grants Pass High School,Josephine
2054,Grants Pass SD 7,436,Highland Elementary School,Josephine
2054,Grants Pass SD 7,437,Lincoln Elementary School,Josephine
2054,Grants Pass SD 7,438,North Middle School,Josephine
2054,Grants Pass SD 7,1351,Parkside Elementary,Josephine
2054,Grants Pass SD 7,439,Redwood Elementary School,Josephine
2054,Grants Pass SD 7,440,Riverside Elementary School,Josephine
2054,Grants Pass SD 7,441,South Middle School,Josephine
2055,Three Rivers/Josephine County SD,402,Applegate Elementary School,Josephine
2055,Three Rivers/Josephine County SD,443,Evergreen Elementary School,Josephine
2055,Three Rivers/Josephine County SD,444,Fleming Middle School,Josephine
2055,Three Rivers/Josephine County SD,445,Fruitdale Elementary School,Josephine
2055,Three Rivers/Josephine County SD,446,Ft Vannoy Elementary School,Josephine
2055,Three Rivers/Josephine County SD,455,Hidden Valley High School,Josephine
2055,Three Rivers/Josephine County SD,456,Illinois Valley High School,Josephine
2055,Three Rivers/Josephine County SD,447,Jerome Prairie Elementary School,Josephine
2055,Three Rivers/Josephine County SD,1782,Kairos - New Beginnings,Josephine
2055,Three Rivers/Josephine County SD,3150,Kairos - Three Bridges,Josephine
2055,Three Rivers/Josephine County SD,448,Lincoln Savage Middle School,Josephine
2055,Three Rivers/Josephine County SD,449,Lorna Byrne Middle School,Josephine
2055,Three Rivers/Josephine County SD,450,Madrona Elementary School,Josephine
2055,Three Rivers/Josephine County SD,451,Manzanita Elementary School,Josephine
2055,Three Rivers/Josephine County SD,457,North Valley High School,Josephine
2055,Three Rivers/Josephine County SD,4823,Sunny Wolf Charter School,Josephine
2055,Three Rivers/Josephine County SD,453,Williams Elementary School,Josephine
2055,Three Rivers/Josephine County SD,5063,Woodland Charter School,Josephine
2057,Klamath County SD,467,Bonanza Elementary School,Klamath
2057,Klamath County SD,482,Bonanza Junior/Senior High School,Klamath
2057,Klamath County SD,480,Brixner Junior High School,Klamath
2057,Klamath County SD,468,Chiloquin Elementary School,Klamath
2057,Klamath County SD,483,Chiloquin High School,Klamath
2057,Klamath County SD,4848,Falcon Heights Academy,Klamath
2057,Klamath County SD,470,Ferguson Elementary School,Klamath
2057,Klamath County SD,471,Gearhart Elementary School,Klamath
2057,Klamath County SD,472,Gilchrist Elementary School,Klamath
2057,Klamath County SD,484,Gilchrist Junior/Senior High School,Klamath
2057,Klamath County SD,473,Henley Elementary School,Klamath
2057,Klamath County SD,485,Henley High School,Klamath
2057,Klamath County SD,481,Henley Middle School,Klamath
2057,Klamath County SD,474,Keno Elementary School,Klamath
2057,Klamath County SD,486,Lost River High School,Klamath
2057,Klamath County SD,475,Malin Elementary School,Klamath
2057,Klamath County SD,488,Mazama High School,Klamath
2057,Klamath County SD,476,Merrill Elementary School,Klamath
2057,Klamath County SD,477,Peterson Elementary School,Klamath
2057,Klamath County SD,4581,Sage Community School,Klamath
2057,Klamath County SD,478,Shasta Elementary School,Klamath
2057,Klamath County SD,479,Stearns Elementary School,Klamath
2056,Klamath Falls City Schools,4545,EagleRidge High School,Klamath
2056,Klamath Falls City Schools,458,Fairview Elementary School,Klamath
2056,Klamath Falls City Schools,459,Joseph Conger Elementary School,Klamath
2056,Klamath Falls City Schools,487,Klamath Union High School,Klamath
2056,Klamath Falls City Schools,1257,Klamath Youth Development Center,Klamath
2056,Klamath Falls City Schools,4681,Link River High School,Klamath
2056,Klamath Falls City Schools,461,Mills Elementary School,Klamath
2056,Klamath Falls City Schools,462,Pelican Elementary School,Klamath
2056,Klamath Falls City Schools,463,Ponderosa Middle School,Klamath
2056,Klamath Falls City Schools,465,Roosevelt Elementary School,Klamath
2063,Adel SD 21,498,Adel Elementary School,Lake
2059,Lake County SD 7,491,Daly Middle School,Lake
2059,Lake County SD 7,490,Fremont/Hay Elementary School,Lake
2059,Lake County SD 7,492,Lakeview Senior High School,Lake
2059,Lake County SD 7,489,Union Elementary School,Lake
2061,North Lake SD 14,1289,North Lake School,Lake
2060,Paisley SD 11,3360,Paisley School,Lake
2062,Plush SD 18,497,Plush Elementary School,Lake
2088,Bethel SD 52,581,Cascade Middle School,Lane
2088,Bethel SD 52,582,Clear Lake Elementary School,Lane
2088,Bethel SD 52,583,Danebo Elementary School,Lane
2088,Bethel SD 52,584,Fairfield Elementary School,Lane
2088,Bethel SD 52,3133,HomeSource Family Charter,Lane
2088,Bethel SD 52,585,Irving Elementary School,Lane
2088,Bethel SD 52,3566,Kalapuya High School,Lane
2088,Bethel SD 52,586,Malabon Elementary School,Lane
2088,Bethel SD 52,2264,Meadow View School,Lane
2088,Bethel SD 52,3567,Prairie Mountain School,Lane
2088,Bethel SD 52,587,Shasta Middle School,Lane
2088,Bethel SD 52,588,Willamette High School,Lane
2095,Blachly SD 90,3401,Triangle Lake Charter School,Lane
2086,Creswell SD 40,570,Creslane Elementary School,Lane
2086,Creswell SD 40,572,Creswell High School,Lane
2086,Creswell SD 40,571,Creswell Middle School,Lane
2089,Crow-Applegate-Lorane SD 66,589,Applegate Elementary School,Lane
2089,Crow-Applegate-Lorane SD 66,592,Crow Middle/High School,Lane
2082,Eugene SD 4J,503,Adams Elementary School,Lane
2082,Eugene SD 4J,4554,Arts and Technology Academy at Jefferson,Lane
2082,Eugene SD 4J,504,Awbrey Park Elementary School,Lane
2082,Eugene SD 4J,1241,Buena Vista Elementary School,Lane
2082,Eugene SD 4J,506,Cal Young Middle School,Lane
2082,Eugene SD 4J,4739,Camas Ridge Community Elementary,Lane
2082,Eugene SD 4J,4146,Cesar Chavez Elementary School,Lane
2082,Eugene SD 4J,1240,Charlemagne at Fox Hollow Elementary School,Lane
2082,Eugene SD 4J,540,Churchill High School,Lane
2082,Eugene SD 4J,507,Coburg Community Charter School,Lane
2082,Eugene SD 4J,1242,Corridor Elementary School,Lane
2082,Eugene SD 4J,1774,Edgewood Community Elementary School,Lane
2082,Eugene SD 4J,510,Edison Elementary School,Lane
2082,Eugene SD 4J,537,Eugene Education Options,Lane
2082,Eugene SD 4J,1339,Family School,Lane
2082,Eugene SD 4J,513,Gilham Elementary School,Lane
2082,Eugene SD 4J,4157,Holt Elementary School,Lane
2082,Eugene SD 4J,515,Howard Elementary School,Lane
2082,Eugene SD 4J,518,Kelly Middle School,Lane
2082,Eugene SD 4J,519,Kennedy Middle School,Lane
2082,Eugene SD 4J,520,Madison Middle School,Lane
2082,Eugene SD 4J,522,McCornack Elementary School,Lane
2082,Eugene SD 4J,524,Monroe Middle School,Lane
2082,Eugene SD 4J,4041,Network Charter School,Lane
2082,Eugene SD 4J,536,North Eugene High School,Lane
2082,Eugene SD 4J,3233,Ridgeline Montessori,Lane
2082,Eugene SD 4J,525,River Road/El Camino del Rio Elementary School,Lane
2082,Eugene SD 4J,526,Roosevelt Middle School,Lane
2082,Eugene SD 4J,538,Sheldon High School,Lane
2082,Eugene SD 4J,539,South Eugene High School,Lane
2082,Eugene SD 4J,528,Spencer Butte Middle School,Lane
2082,Eugene SD 4J,529,Spring Creek Elementary School,Lane
2082,Eugene SD 4J,2316,Stepping Stone Lodge,Lane
2082,Eugene SD 4J,530,Twin Oaks Elementary School,Lane
2082,Eugene SD 4J,3229,Village School,Lane
2082,Eugene SD 4J,534,Willagillespie Elementary School,Lane
2082,Eugene SD 4J,1259,Yujin Gakuen Elementary School,Lane
2084,Fern Ridge SD 28J,563,Elmira Elementary School,Lane
2084,Fern Ridge SD 28J,567,Elmira High School,Lane
2084,Fern Ridge SD 28J,564,Fern Ridge Middle School,Lane
2084,Fern Ridge SD 28J,566,Veneta Elementary School,Lane
2084,Fern Ridge SD 28J,4045,West Lane Technology Learning Center,Lane
2091,Junction City SD 69,597,Junction City High School,Lane
2091,Junction City SD 69,595,Laurel Elementary School,Lane
2091,Junction City SD 69,596,Oaklea Middle School,Lane
2091,Junction City SD 69,1297,Territorial Elementary School,Lane
2092,Lowell SD 71,599,Lowell Junior/Senior High School,Lane
2092,Lowell SD 71,598,Lundy Elementary School,Lane
2085,Mapleton SD 32,568,Mapleton Elementary School,Lane
2085,Mapleton SD 32,569,Mapleton Jr/Sr High School,Lane
2094,Marcola SD 79J,603,Marcola Elementary School,Lane
2094,Marcola SD 79J,604,Mohawk High School,Lane
2090,McKenzie SD 68,593,McKenzie Elementary School,Lane
2090,McKenzie SD 68,594,McKenzie High School,Lane
2093,Oakridge SD 76,600,Oakridge Elementary School,Lane
2093,Oakridge SD 76,602,Oakridge High School,Lane
2093,Oakridge SD 76,601,Oakridge Junior High School,Lane
2081,Pleasant Hill SD 1,500,Pleasant Hill Elementary School,Lane
2081,Pleasant Hill SD 1,502,Pleasant Hill High School,Lane
2096,Siuslaw SD 97J,609,Siuslaw Elementary School,Lane
2096,Siuslaw SD 97J,610,Siuslaw High School,Lane
2096,Siuslaw SD 97J,608,Siuslaw Middle School,Lane
2087,South Lane SD 45J3,4555,Academy for Character Education,Lane
2087,South Lane SD 45J3,1791,Al Kennedy Alternative High School,Lane
2087,South Lane SD 45J3,573,Bohemia Elementary School,Lane
2087,South Lane SD 45J3,4395,Childs Way Charter School,Lane
2087,South Lane SD 45J3,580,Cottage Grove High School,Lane
2087,South Lane SD 45J3,574,Dorena School,Lane
2087,South Lane SD 45J3,576,Harrison Elementary School,Lane
2087,South Lane SD 45J3,577,Latham Elementary School,Lane
2087,South Lane SD 45J3,579,Lincoln Middle School,Lane
2087,South Lane SD 45J3,578,London School,Lane
2083,Springfield SD 19,4440,Academy of Arts and Academics,Lane
2083,Springfield SD 19,1353,Agnes Stewart Middle School,Lane
2083,Springfield SD 19,542,Briggs Middle School,Lane
2083,Springfield SD 19,544,Centennial Elementary School,Lane
2083,Springfield SD 19,4624,Community Transition Program-Springfield,Lane
2083,Springfield SD 19,545,Douglas Gardens Elementary School,Lane
2083,Springfield SD 19,546,Elizabeth Page Elementary School,Lane
2083,Springfield SD 19,1354,Gateways High School,Lane
2083,Springfield SD 19,548,Guy Lee Elementary School,Lane
2083,Springfield SD 19,549,Hamlin Middle School,Lane
2083,Springfield SD 19,1792,Jasper Mountain Center,Lane
2083,Springfield SD 19,550,Maple Elementary School,Lane
2083,Springfield SD 19,554,Mt Vernon Elementary School,Lane
2083,Springfield SD 19,553,Ridgeview Elementary School,Lane
2083,Springfield SD 19,1352,Riverbend Elementary School,Lane
2083,Springfield SD 19,1789,SAFE Center,Lane
2083,Springfield SD 19,560,Springfield High School,Lane
2083,Springfield SD 19,1252,The Child Center,Lane
2083,Springfield SD 19,556,Thurston Elementary School,Lane
2083,Springfield SD 19,561,Thurston High School,Lane
2083,Springfield SD 19,557,Thurston Middle School,Lane
2083,Springfield SD 19,5059,Two Rivers Dos Rios Elementary,Lane
2083,Springfield SD 19,558,Walterville Elementary School,Lane
2083,Springfield SD 19,4058,Willamette Leadership Academy,Lane
2083,Springfield SD 19,559,Yolanda Elementary School,Lane
2097,Lincoln County SD,623,Crestview Heights School,Lincoln
2097,Lincoln County SD,3361,Eddyville Charter School,Lincoln
2097,Lincoln County SD,1355,Isaac Newton Magnet School,Lincoln
2097,Lincoln County SD,3240,Lincoln City Career Technical High School,Lincoln
2097,Lincoln County SD,627,Newport High School,Lincoln
2097,Lincoln County SD,625,Newport Intermediate School,Lincoln
2097,Lincoln County SD,615,Newport Preparatory Academy,Lincoln
2097,Lincoln County SD,617,Oceanlake Elementary School,Lincoln
2097,Lincoln County SD,614,Olalla Center for Children & Families,Lincoln
2097,Lincoln County SD,618,Sam Case Elementary School,Lincoln
2097,Lincoln County SD,4468,Siletz Valley Early College Academy,Lincoln
2097,Lincoln County SD,4038,Siletz Valley School,Lincoln
2097,Lincoln County SD,620,Taft Elementary School,Lincoln
2097,Lincoln County SD,628,Taft High School,Lincoln
2097,Lincoln County SD,611,Toledo Elementary School,Lincoln
2097,Lincoln County SD,629,Toledo Junior/Senior High School,Lincoln
2097,Lincoln County SD,630,Waldport High School,Lincoln
2105,Central Linn SD 552,1311,Central Linn Elementary School,Linn
2105,Central Linn SD 552,687,Central Linn High School,Linn
2100,Greater Albany Public SD 8J,3950,Albany Options School,Linn
2100,Greater Albany Public SD 8J,632,Calapooia Middle School,Linn
2100,Greater Albany Public SD 8J,631,Central Elementary School,Linn
2100,Greater Albany Public SD 8J,633,Clover Ridge Elementary School,Linn
2100,Greater Albany Public SD 8J,640,Lafayette Elementary School,Linn
2100,Greater Albany Public SD 8J,641,Liberty Elementary School,Linn
2100,Greater Albany Public SD 8J,642,Memorial Middle School,Linn
2100,Greater Albany Public SD 8J,637,North Albany Elementary School,Linn
2100,Greater Albany Public SD 8J,638,North Albany Middle School,Linn
2100,Greater Albany Public SD 8J,643,Oak Elementary School,Linn
2100,Greater Albany Public SD 8J,639,Oak Grove Elementary School,Linn
2100,Greater Albany Public SD 8J,636,Periwinkle Elementary School,Linn
2100,Greater Albany Public SD 8J,650,South Albany High School,Linn
2100,Greater Albany Public SD 8J,645,South Shore Elementary School,Linn
2100,Greater Albany Public SD 8J,644,Sunrise Elementary School,Linn
2100,Greater Albany Public SD 8J,647,Takena Elementary School,Linn
2100,Greater Albany Public SD 8J,646,Tangent Elementary School,Linn
2100,Greater Albany Public SD 8J,4744,Timber Ridge School,Linn
2100,Greater Albany Public SD 8J,648,Waverly Elementary School,Linn
2100,Greater Albany Public SD 8J,649,West Albany High School,Linn
2099,Harrisburg SD 7J,659,Harrisburg Elementary School,Linn
2099,Harrisburg SD 7J,689,Harrisburg High School,Linn
2099,Harrisburg SD 7J,2723,Harrisburg Middle School,Linn
2101,Lebanon Community SD 9,652,Cascades School,Linn
2101,Lebanon Community SD 9,653,Green Acres School,Linn
2101,Lebanon Community SD 9,658,Hamilton Creek School,Linn
2101,Lebanon Community SD 9,671,Lacomb School,Linn
2101,Lebanon Community SD 9,688,Lebanon High School,Linn
2101,Lebanon Community SD 9,3504,Pioneer School,Linn
2101,Lebanon Community SD 9,3503,Riverview School,Linn
2101,Lebanon Community SD 9,3505,Sand Ridge Charter School,Linn
2101,Lebanon Community SD 9,674,Seven Oak Middle School,Linn
